FID_,OBJECTID,OA11CD,POINT_X,POINT_Y,All_categ,km0_2,km2_5,km5_10,km10_20,km20_30,km30_40,km40_60,km60_over,home_work,other,Total_km,Average_km
,1178,E00073355,362664.742000000030000,172365.674000000000000,174,26,63,28,19,4,2,2,7,12,11,2161.400000000000100,14.300000000000001
,1179,E00174253,359962.184000000010000,173456.644000000000000,97,52,15,10,4,0,2,1,3,5,5,535.000000000000000,6.100000000000000
,1180,E00073352,362589.363000000010000,172695.125999999990000,126,25,51,16,10,1,2,2,3,4,12,946.100000000000020,8.600000000000000
,1181,E00174251,360653.973000000000000,173260.831000000010000,228,75,60,27,21,5,2,7,8,14,9,2765.199999999999800,13.500000000000000
,1182,E00073353,361937.636999999990000,172546.291000000000000,235,32,95,25,36,7,2,1,3,16,18,1616.200000000000000,8.000000000000000
,1183,E00174301,359922.217000000000000,172729.962000000000000,82,28,10,6,9,1,0,1,19,4,4,2772.400000000000100,37.500000000000000
,1184,E00073350,361857.606000000030000,172435.736999999990000,192,36,78,21,21,3,2,2,5,12,12,1740.500000000000000,10.400000000000000
,1185,E00174307,358234.261000000000000,172861.264000000000000,126,75,6,6,6,1,0,1,3,22,6,1019.700000000000000,10.400000000000000
,1186,E00073351,362383.159999999970000,172559.508000000000000,178,34,67,25,17,3,1,3,2,12,14,1143.500000000000000,7.500000000000000
,1187,E00174225,359887.740999999980000,173159.067000000010000,116,59,19,20,8,0,0,0,4,2,4,1089.700000000000000,9.900000000000000
,1188,E00174240,357752.031000000020000,172380.578000000010000,163,58,19,20,20,2,3,7,8,13,13,2356.000000000000000,17.199999999999999
,1189,E00174245,357968.419999999980000,172227.075000000010000,133,48,20,13,13,2,1,3,7,17,9,1649.300000000000000,15.400000000000000
,1190,E00073358,362634.018999999970000,171748.087000000000000,136,24,42,29,13,1,0,1,5,8,13,1285.200000000000000,11.199999999999999
,1191,E00074750,346015.293999999990000,175944.587999999990000,180,41,6,25,49,10,1,1,11,19,17,3119.099999999999900,21.699999999999999
,1192,E00074660,346293.863000000010000,170771.726000000000000,157,27,9,29,55,1,3,1,4,20,8,1732.000000000000000,13.400000000000000
,1193,E00074480,341961.037000000010000,158721.219000000010000,126,21,6,19,28,15,4,4,3,9,17,1610.300000000000000,16.100000000000001
,1194,E00074751,346208.467000000000000,175103.872000000000000,147,35,12,19,42,8,2,0,1,12,16,1198.500000000000000,10.100000000000000
,1195,E00074661,345943.472000000010000,170351.046000000000000,198,30,9,30,74,5,1,1,4,29,15,2243.000000000000000,14.600000000000000
,1196,E00074948,333265.831999999990000,158754.810000000000000,120,22,44,5,14,9,4,2,2,6,12,1521.800000000000000,14.900000000000000
,1197,E00074949,333024.266999999990000,158887.492999999990000,119,44,27,1,13,8,8,0,2,8,8,1072.300000000000000,10.400000000000000
,1198,E00074816,331863.881999999980000,158737.105000000010000,133,25,44,8,6,7,9,3,4,16,11,1402.900000000000100,13.199999999999999
,1199,E00074897,336246.327999999980000,163964.423000000010000,180,26,26,34,24,24,3,3,8,18,14,2729.199999999999800,18.399999999999999
,1200,E00074489,349366.514000000020000,159731.494000000010000,73,10,5,10,19,3,1,1,2,15,7,971.100000000000020,19.000000000000000
,1201,E00074758,345881.044999999980000,176245.834999999990000,106,20,6,15,34,5,1,1,0,9,15,837.500000000000000,10.199999999999999
,1202,E00074668,347792.825000000010000,171254.127000000010000,117,22,3,26,37,4,1,1,4,11,8,1453.700000000000000,14.800000000000001
,1203,E00074817,331829.119000000010000,158569.053000000010000,141,25,32,7,7,8,10,2,10,29,11,2311.300000000000200,22.899999999999999
,1204,E00074896,336653.451000000000000,163909.198000000000000,182,22,21,51,19,24,9,0,10,14,12,3121.099999999999900,20.000000000000000
,1205,E00074759,345244.036000000020000,176121.715999999990000,111,24,7,19,36,1,1,1,6,9,7,1562.400000000000100,16.399999999999999
,1206,E00074669,347342.003000000030000,171219.133999999990000,138,43,9,29,29,1,1,1,2,10,13,1141.000000000000000,9.900000000000000
,1207,E00074619,335325.385000000010000,159058.179000000000000,110,7,46,8,8,17,2,0,3,11,8,1099.500000000000000,12.100000000000000
,1208,E00074698,352994.014000000020000,175425.867000000000000,219,12,28,93,23,7,3,4,9,20,20,3464.000000000000000,19.399999999999999
,1209,E00166235,337489.568000000030000,162651.937000000010000,128,21,18,23,12,16,4,0,6,14,14,1806.200000000000000,18.100000000000001
,1210,E00166231,335850.857000000020000,160220.896000000010000,117,9,34,5,13,18,7,3,2,11,15,1390.800000000000000,15.300000000000001
,1211,E00166257,335765.011999999990000,161582.655999999990000,149,22,37,8,19,27,7,3,8,6,12,2832.000000000000000,21.600000000000001
,1212,E00166226,333680.887999999980000,163559.220000000000000,163,21,41,16,18,13,12,4,3,24,11,2010.300000000000000,15.699999999999999
,1213,E00166234,337514.634000000020000,162915.244000000010000,136,10,13,27,14,16,6,1,8,21,20,2423.400000000000100,25.500000000000000
,1214,E00166242,337322.914999999980000,163485.603999999990000,155,15,11,43,24,30,1,3,9,11,8,3244.599999999999900,23.899999999999999
,1215,E00166295,347413.674999999990000,177396.068999999990000,192,36,13,22,61,13,3,1,7,27,9,2406.900000000000100,15.400000000000000
,1216,E00166282,347730.353000000000000,176830.594000000010000,57,7,4,9,21,3,2,3,0,4,4,629.399999999999980,12.800000000000001
,1217,E00166267,337532.375000000000000,161703.363000000010000,193,11,23,47,30,35,11,3,8,11,14,3503.699999999999800,20.899999999999999
,1218,E00166296,353460.902999999990000,170065.897999999990000,179,12,13,76,24,4,3,1,8,20,18,2192.699999999999800,15.600000000000000
,1219,E00074536,340982.072999999970000,170524.972000000010000,136,35,5,21,37,6,1,1,3,19,8,1415.300000000000000,13.000000000000000
,1220,E00074446,348296.789999999980000,168719.916999999990000,120,5,14,20,42,3,1,0,5,22,8,1837.300000000000000,20.399999999999999
,1221,E00075036,354404.088999999980000,170311.122000000000000,241,10,39,58,39,12,3,4,21,37,18,5075.600000000000400,27.300000000000001
,1222,E00074537,340873.014000000020000,170519.950000000010000,154,38,5,19,33,13,5,1,8,16,16,2266.800000000000200,18.600000000000001
,1223,E00074447,350423.587999999990000,166111.320000000010000,165,8,13,34,42,10,1,0,6,34,17,1836.900000000000100,16.100000000000001
,1224,E00075037,354763.989000000000000,170364.223000000000000,182,13,36,57,28,4,1,3,7,22,11,2260.300000000000200,15.199999999999999
,1225,E00074534,341431.262999999980000,170659.075000000010000,127,33,6,11,32,11,3,2,6,12,11,2348.400000000000100,22.600000000000001
,1226,E00074444,348150.799000000000000,168931.530999999990000,227,26,16,37,79,12,0,1,11,27,18,3768.400000000000100,20.699999999999999
,1227,E00075034,354405.804999999990000,170519.495000000000000,142,3,43,44,11,4,0,3,4,22,8,1553.599999999999900,13.900000000000000
,1228,E00074535,341460.826000000000000,170532.812999999990000,192,50,13,22,52,9,1,0,7,22,16,2168.199999999999800,14.100000000000000
,1229,E00074445,348426.179000000000000,169053.611000000000000,158,15,11,25,55,7,2,0,6,28,9,1804.099999999999900,14.900000000000000
,1230,E00075035,353529.150000000020000,170242.489999999990000,112,6,11,45,14,5,2,0,2,14,13,941.000000000000000,11.100000000000000
,1231,E00074532,340616.436999999980000,171467.128000000000000,150,34,4,15,44,12,0,3,11,22,5,3058.099999999999900,24.899999999999999
,1232,E00074442,348001.297000000020000,168998.946999999990000,195,18,14,29,77,6,2,0,7,29,13,2296.599999999999900,15.000000000000000
,1233,E00075032,355089.043999999990000,170603.989000000000000,141,8,54,24,10,5,1,2,5,19,13,1827.300000000000000,16.800000000000001
,1234,E00074533,340494.240999999980000,172314.780000000000000,84,9,1,5,21,10,0,0,5,22,11,1304.900000000000100,25.600000000000001
,1235,E00074443,349692.706999999990000,169171.041000000000000,128,3,14,40,27,2,1,2,4,24,11,1528.099999999999900,16.399999999999999
,1236,E00075033,354787.635000000010000,170586.503999999990000,131,9,41,35,10,7,2,1,3,17,6,1355.099999999999900,12.500000000000000
,1237,E00074530,340428.135000000010000,171630.861000000000000,134,23,3,8,32,16,2,1,9,29,11,2179.099999999999900,23.199999999999999
,1238,E00074440,349443.381999999980000,168709.606000000000000,153,10,5,37,48,1,6,0,4,30,12,2162.199999999999800,19.500000000000000
,1239,E00075030,354938.739000000000000,170784.516000000000000,184,13,51,35,13,4,0,3,9,39,17,2104.599999999999900,16.399999999999999
,1240,E00074531,340844.743000000020000,171547.255000000000000,125,24,5,8,43,8,2,1,5,19,10,1901.700000000000000,19.800000000000001
,1241,E00074441,348148.139000000020000,168085.351000000000000,166,14,16,19,65,8,0,0,2,33,9,1522.099999999999900,12.300000000000001
,1242,E00075031,354067.908000000000000,170565.809000000010000,178,10,29,73,25,6,0,0,9,19,7,2467.300000000000200,16.199999999999999
,1243,E00074856,333649.636000000000000,162561.418000000010000,140,32,33,1,19,15,4,2,5,15,14,1794.400000000000100,16.199999999999999
,1244,E00074906,336468.199000000020000,163272.022999999990000,163,25,36,30,12,22,6,5,6,10,11,2445.800000000000200,17.199999999999999
,1245,E00074538,341150.549000000000000,170445.492000000000000,153,46,3,18,46,6,4,1,6,14,9,1940.200000000000000,14.900000000000000
,1246,E00074448,348480.228999999990000,168608.189000000010000,136,14,10,23,53,5,1,0,2,15,13,1421.900000000000100,13.199999999999999
,1247,E00074857,334794.625000000000000,162333.271000000010000,139,30,35,5,11,7,8,4,5,18,16,1778.500000000000000,16.899999999999999
,1248,E00074907,336282.423000000010000,163255.462000000000000,105,20,27,19,7,14,3,2,2,5,6,1292.099999999999900,13.699999999999999
,1249,E00074986,333221.457999999980000,161917.790000000010000,141,32,20,4,20,19,8,4,6,14,14,2291.699999999999800,20.300000000000001
,1250,E00075038,353865.143999999970000,170289.769999999990000,159,10,22,58,22,5,0,1,3,20,18,1285.700000000000000,10.600000000000000
,1251,E00074539,341366.438000000020000,170389.777000000000000,179,36,13,22,54,14,3,2,5,9,21,2337.900000000000100,15.699999999999999
,1252,E00074449,348849.541000000030000,168552.147999999990000,167,12,14,26,58,4,0,0,6,32,15,2321.400000000000100,19.300000000000001
,1253,E00074854,335764.234000000000000,163075.416000000000000,126,14,36,6,12,16,3,4,2,19,14,1546.000000000000000,16.600000000000001
,1254,E00074904,336330.739999999990000,163428.665000000010000,144,18,32,23,15,18,5,2,2,16,13,1666.900000000000100,14.500000000000000
,1255,E00074985,331349.380000000000000,161991.858000000010000,46,10,6,4,7,5,0,0,1,9,4,509.399999999999980,15.400000000000000
,1256,E00075039,353923.120999999980000,170138.489999999990000,156,18,18,58,20,8,4,2,4,14,10,1621.700000000000000,12.300000000000001
,1257,E00074855,335086.147000000000000,162744.198000000000000,113,27,24,3,14,11,6,0,1,13,14,879.799999999999950,10.199999999999999
,1258,E00074905,336076.145000000020000,163286.853000000000000,151,20,40,25,8,21,5,0,8,10,14,2630.300000000000200,20.699999999999999
,1259,E00074984,336143.829000000030000,162691.992000000000000,114,13,38,11,11,11,1,5,2,11,11,1381.599999999999900,15.000000000000000
,1260,E00074852,334421.639000000020000,161505.397000000000000,169,26,57,9,14,28,5,2,3,12,13,1982.900000000000100,13.800000000000001
,1261,E00074902,335644.728999999990000,163200.726000000000000,91,13,25,7,9,13,6,3,4,5,6,1690.900000000000100,21.100000000000001
,1262,E00074983,335968.549999999990000,162830.913000000000000,147,20,46,15,15,11,4,1,8,14,13,2529.000000000000000,21.100000000000001
,1263,E00074853,334640.745000000000000,161302.723999999990000,104,18,20,8,16,16,8,0,4,4,10,1656.800000000000000,18.399999999999999
,1264,E00074903,336746.118000000020000,163339.647999999990000,180,31,23,26,24,30,5,3,11,19,8,3296.400000000000100,21.500000000000000
,1265,E00074982,336265.103999999990000,162847.831000000010000,155,23,52,18,15,16,3,0,5,9,14,2070.500000000000000,15.699999999999999
,1266,E00074716,346749.680999999980000,176830.358000000010000,121,36,5,16,31,6,1,1,7,10,8,1800.000000000000000,17.500000000000000
,1267,E00074797,331936.952999999980000,160441.777000000000000,147,51,12,6,20,10,12,1,5,22,8,2289.000000000000000,19.600000000000001
,1268,E00074626,335424.107000000020000,160025.345999999990000,31,1,11,0,5,5,2,0,0,6,1,296.300000000000010,12.300000000000001
,1269,E00074850,333763.217999999990000,161356.921999999990000,164,56,41,1,17,5,4,3,5,16,16,1559.400000000000100,11.800000000000001
,1270,E00074900,335441.657000000010000,163661.508000000000000,183,32,40,21,20,23,9,2,4,18,14,2333.000000000000000,15.500000000000000
,1271,E00074981,336598.348000000000000,162759.522000000000000,128,21,28,16,20,17,5,3,5,4,9,1996.599999999999900,17.399999999999999
,1272,E00074717,344920.896000000010000,176447.793999999990000,141,14,12,10,55,10,0,2,2,25,11,1644.700000000000000,15.699999999999999
,1273,E00074796,332228.164999999980000,160405.980000000010000,176,67,4,5,35,11,17,3,5,14,15,2604.500000000000000,17.699999999999999
,1274,E00074627,333125.398999999980000,163684.522000000000000,115,10,32,7,6,13,7,0,2,23,15,1119.200000000000000,14.500000000000000
,1275,E00074851,333670.897999999990000,161491.158000000000000,93,33,14,1,7,15,6,1,3,6,7,1238.800000000000000,15.500000000000000
,1276,E00074901,336095.878000000030000,163486.121000000010000,157,26,41,20,11,18,5,6,4,11,15,2363.900000000000100,18.000000000000000
,1277,E00074980,336181.094999999970000,163042.621000000010000,146,25,49,13,16,16,5,1,4,4,13,2497.500000000000000,19.399999999999999
,1278,E00074714,346766.620999999980000,177028.049999999990000,158,27,6,12,54,7,1,1,6,25,19,1742.400000000000100,15.300000000000001
,1279,E00074795,332058.659999999970000,158331.081999999990000,84,18,14,7,7,5,6,3,7,13,4,1714.400000000000100,25.600000000000001
,1280,E00074624,336586.440999999990000,159723.649999999990000,128,8,30,9,9,20,10,3,11,20,8,2469.699999999999800,24.699999999999999
,1281,E00074715,345777.367000000030000,176513.867000000000000,92,24,2,7,26,6,0,0,0,15,12,599.700000000000050,9.199999999999999
,1282,E00074794,333240.738000000010000,157864.299999999990000,83,11,20,5,7,8,7,1,2,17,5,963.200000000000050,15.800000000000001
,1283,E00074625,335989.172000000020000,160032.276000000010000,153,19,52,8,10,19,10,6,2,15,12,1593.900000000000100,12.699999999999999
,1284,E00074712,346443.286000000020000,176782.909000000010000,122,25,5,12,39,9,0,1,5,18,8,1848.300000000000000,19.300000000000001
,1285,E00074793,332910.191999999980000,157919.459000000000000,105,11,23,9,9,12,11,2,5,18,5,1989.700000000000000,24.300000000000001
,1286,E00074622,337629.196999999990000,159685.204000000000000,157,6,32,32,17,17,12,3,3,20,15,2154.000000000000000,17.699999999999999
,1287,E00074713,346992.425999999980000,177257.219000000010000,184,26,14,18,58,17,2,4,4,22,19,2145.000000000000000,15.000000000000000
,1288,E00074792,333054.931999999970000,158406.851000000000000,93,15,23,9,7,7,7,2,2,16,5,1079.099999999999900,15.000000000000000
,1289,E00074623,336243.450000000010000,159795.866000000010000,166,17,54,10,24,18,8,0,6,12,17,2274.199999999999800,16.600000000000001
,1290,E00074791,332786.837999999990000,158186.652999999990000,83,14,22,5,8,7,4,2,2,9,10,856.399999999999980,13.400000000000000
,1291,E00074620,336040.286000000020000,159809.802000000000000,108,9,40,8,8,11,8,1,4,11,8,1591.900000000000100,17.899999999999999
,1292,E00074711,344734.288000000000000,176320.633000000000000,124,16,7,21,43,4,0,3,3,16,11,1528.700000000000000,15.800000000000001
,1293,E00074790,333378.347000000010000,158312.505999999990000,92,23,26,3,5,5,4,3,6,10,7,1691.900000000000100,22.600000000000001
,1294,E00074858,335926.074000000020000,163115.147999999990000,92,14,23,12,14,10,0,1,3,5,10,1288.099999999999900,16.699999999999999
,1295,E00074908,336318.322999999970000,163144.924999999990000,90,7,30,17,2,13,0,3,2,9,7,1091.200000000000000,14.699999999999999
,1296,E00074989,332441.211000000010000,162243.527000000000000,121,27,18,1,20,11,6,0,6,19,13,1867.200000000000000,21.000000000000000
,1297,E00074859,335212.919999999980000,163096.663999999990000,144,23,38,12,14,18,9,2,5,12,11,1853.599999999999900,15.300000000000001
,1298,E00074909,336811.875000000000000,163915.529000000010000,104,14,13,25,8,17,2,2,2,14,7,1205.000000000000000,14.500000000000000
,1299,E00074988,331334.987000000020000,162281.491000000010000,119,32,19,7,17,11,11,3,1,9,9,1371.700000000000000,13.600000000000000
,1300,E00074718,345394.585000000020000,176402.303000000010000,139,29,5,15,40,6,0,2,11,27,4,3014.699999999999800,27.899999999999999
,1301,E00074799,332195.315000000000000,160327.431000000010000,114,54,6,1,13,7,13,2,1,10,7,1148.000000000000000,11.800000000000001
,1302,E00074719,344483.897999999990000,176209.953000000010000,127,2,11,17,47,6,1,1,4,28,10,1727.599999999999900,19.399999999999999
,1303,E00074798,331816.982000000020000,160311.785000000000000,92,34,6,3,9,8,11,4,2,5,10,1348.500000000000000,17.500000000000000
,1304,E00074629,335081.478999999990000,163671.035999999990000,123,22,17,16,7,19,3,1,4,21,13,1477.700000000000000,16.600000000000001
,1305,E00166237,337791.773999999980000,162831.421999999990000,172,20,20,40,17,28,8,3,16,10,10,4816.100000000000400,31.699999999999999
,1306,E00166294,347695.338999999980000,176984.981000000000000,162,19,8,13,71,13,1,6,5,19,7,2287.800000000000200,16.800000000000001
,1307,E00166288,336179.017999999980000,161569.568000000000000,192,25,45,20,9,29,21,2,7,22,12,3064.400000000000100,19.399999999999999
,1308,E00166283,347640.107000000020000,176609.768000000010000,137,32,8,9,44,5,0,2,4,21,12,1533.800000000000000,14.699999999999999
,1309,E00166284,347744.054000000000000,176431.060999999990000,184,18,9,17,71,7,2,4,9,30,17,2886.900000000000100,21.100000000000001
