FID_,WZ11CD,POINT_X,POINT_Y,All_categ,km0_2,km2_5,km5_10,km10_20,km20_30,km30_40,km40_60,km60_over,home_work,Not_fixed,Total_km,Average_km
,E33045726,356814.163999999990000,189794.793999999990000,866,6,44,167,380,100,66,35,31,26,11,17143.900000000001000,20.699999999999999
,E33045727,360198.783000000000000,189485.845000000000000,327,6,11,20,80,65,39,39,7,45,15,7064.000000000000000,26.500000000000000
,E33045724,358958.056999999970000,181425.867000000000000,1299,59,234,334,372,92,89,58,54,4,3,25443.700000000001000,19.699999999999999
,E33045725,355075.017999999980000,183560.053000000010000,2126,54,84,633,648,331,143,138,53,22,20,39236.400000000001000,18.800000000000001
,E33045722,360189.761000000000000,182275.594000000010000,478,54,62,131,112,25,38,28,28,0,0,9525.600000000000400,19.899999999999999
,E33045723,359164.250999999990000,181174.928000000010000,791,50,128,183,177,42,41,48,91,12,19,21648.400000000001000,28.500000000000000
,E33045558,360628.574000000020000,171744.825000000010000,812,173,305,129,92,31,18,15,16,19,14,7752.899999999999600,10.000000000000000
,E33045720,360335.984000000000000,182724.695000000010000,494,49,53,141,123,29,22,50,22,3,2,9451.799999999999300,19.300000000000001
,E33045559,358265.634000000020000,173250.527000000000000,948,402,259,106,82,22,27,14,35,1,0,9856.799999999999300,10.400000000000000
,E33045721,360128.999000000010000,182707.291000000000000,523,39,37,182,149,34,32,26,24,0,0,9579.799999999999300,18.300000000000001
,E33045728,361242.342000000000000,185990.054000000000000,344,33,55,56,79,16,19,12,17,45,12,5474.000000000000000,19.100000000000001
,E33045729,366480.853999999990000,178378.171000000000000,2174,71,123,312,157,74,72,98,1246,11,10,241963.000000000000000,112.400000000000010
,E33047116,359243.992000000030000,172461.874000000010000,1056,145,367,203,137,68,55,49,32,0,0,14923.900000000000000,14.100000000000000
,E33047197,374981.835000000020000,166254.815999999990000,279,55,25,9,32,4,5,2,11,104,32,2852.199999999999800,19.899999999999999
,E33047196,375110.815000000000000,165422.239000000000000,568,150,111,27,116,28,10,9,14,75,28,5933.100000000000400,12.800000000000001
,E33047114,359971.685999999990000,173695.086000000010000,239,69,76,50,22,5,4,1,2,5,5,1497.599999999999900,6.500000000000000
,E33047195,375206.023999999980000,165023.223999999990000,425,116,114,29,101,16,8,9,8,22,2,4487.800000000000200,11.199999999999999
,E33047115,359174.056999999970000,172477.777999999990000,627,104,169,108,85,30,20,26,84,0,1,18918.700000000001000,30.199999999999999
,E33047194,374988.210000000020000,165326.717999999990000,370,87,62,23,67,14,3,4,8,66,36,3850.300000000000200,14.400000000000000
,E33047112,359128.804000000000000,173400.935999999990000,209,42,90,57,13,2,0,3,0,0,2,1096.900000000000100,5.300000000000000
,E33047193,375584.981000000030000,165901.435000000000000,514,116,123,36,74,12,4,4,5,76,64,3208.300000000000200,8.600000000000000
,E33047113,359049.798000000010000,173488.113000000010000,1907,270,636,509,251,74,64,55,46,0,2,22968.299999999999000,12.100000000000000
,E33047192,375700.364999999990000,165691.932999999990000,380,30,36,20,53,4,1,4,5,151,76,2110.099999999999900,13.800000000000001
,E33047110,359426.444000000020000,173276.978999999990000,845,163,258,183,111,33,19,30,44,4,0,12803.500000000000000,15.199999999999999
,E33047191,375274.635000000010000,165821.056000000010000,246,36,18,15,29,9,5,6,4,94,30,2056.300000000000200,16.899999999999999
,E33047111,359396.989999999990000,173402.000999999990000,533,137,184,118,33,17,7,15,22,0,0,5207.800000000000200,9.800000000000001
,E33047190,375561.999000000010000,166271.715999999990000,281,30,18,4,24,3,0,2,1,131,68,796.700000000000050,9.699999999999999
,E33047199,375500.590000000030000,164945.178000000010000,339,61,81,24,76,8,5,10,10,47,17,4145.899999999999600,15.100000000000000
,E33047119,356739.829000000030000,173908.795000000010000,406,68,135,102,43,19,6,12,6,13,2,3789.199999999999800,9.699999999999999
,E33047198,374725.260000000010000,165385.995000000000000,452,138,52,34,98,20,8,12,26,50,14,6950.199999999999800,17.899999999999999
,E33047099,359413.112000000020000,172810.272999999990000,1136,176,402,245,146,65,29,43,29,1,0,13530.500000000000000,11.900000000000000
,E33047098,358764.978000000000000,172893.125000000000000,282,71,77,49,42,14,5,10,8,3,3,2851.300000000000200,10.300000000000001
,E33047766,364094.294999999980000,178327.320000000010000,275,17,32,74,51,7,7,3,6,51,27,2840.400000000000100,14.400000000000000
,E33047767,361292.058000000020000,178359.003000000000000,8947,648,1805,1456,1416,915,790,573,1129,145,70,269085.500000000000000,30.800000000000001
,E33047764,361094.017999999980000,180641.132000000010000,498,63,95,168,62,26,20,11,3,24,26,4742.699999999999800,10.600000000000000
,E33047765,362981.740999999980000,179635.880999999990000,554,23,69,114,60,35,40,55,97,28,33,19747.900000000001000,40.100000000000001
,E33047762,362965.389000000020000,179904.081999999990000,756,136,146,159,63,24,42,32,72,49,33,15132.000000000000000,22.500000000000000
,E33047763,363383.054000000000000,177635.041000000000000,2727,230,1027,884,274,112,46,35,49,44,26,26015.500000000000000,9.800000000000001
,E33047760,364936.830000000020000,180732.647999999990000,567,110,105,142,51,14,18,5,3,73,46,3801.400000000000100,8.500000000000000
,E33047761,365765.596000000020000,181600.139000000000000,408,58,45,107,28,9,12,18,32,54,45,6811.800000000000200,22.000000000000000
,E33047768,363156.841000000010000,179991.095999999990000,597,31,75,132,77,27,37,49,41,74,54,11430.200000000001000,24.399999999999999
,E33047769,360057.206000000010000,178644.314000000010000,403,69,84,94,56,20,7,8,8,30,27,4255.199999999999800,12.300000000000001
,E33045546,359237.229999999980000,175906.912000000010000,216,76,74,42,7,2,1,1,0,11,2,806.399999999999980,4.000000000000000
,E33045547,359079.038000000000000,175905.897999999990000,605,101,125,171,75,37,29,20,9,22,16,6985.199999999999800,12.300000000000001
,E33045544,357126.416000000030000,170786.200000000010000,937,277,297,165,96,35,16,14,16,8,13,8379.000000000000000,9.100000000000000
,E33045545,356367.503000000030000,171250.193999999990000,1085,105,201,281,186,80,39,52,119,9,13,27987.599999999999000,26.300000000000001
,E33045542,353546.391000000000000,180378.374000000010000,888,0,154,178,319,115,35,47,40,0,0,18094.599999999999000,20.399999999999999
,E33045543,353022.483000000010000,179155.026000000010000,591,60,59,163,190,52,30,13,24,0,0,9653.500000000000000,16.300000000000001
,E33045540,352666.239000000000000,180159.060999999990000,236,0,33,49,96,26,7,14,11,0,0,4668.100000000000400,19.800000000000001
,E33045541,352589.353000000000000,180674.803000000010000,551,0,71,93,212,76,36,35,28,0,0,11889.700000000001000,21.600000000000001
,E33045756,364960.460000000020000,173716.378000000000000,339,120,81,59,25,6,1,3,0,17,27,1440.500000000000000,4.900000000000000
,E33045757,364609.440000000000000,173817.706999999990000,249,76,79,36,28,3,1,1,2,13,10,1426.099999999999900,6.300000000000000
,E33045754,363889.982000000020000,177610.003999999990000,1568,183,574,546,148,45,17,27,22,5,1,14612.000000000000000,9.400000000000000
,E33045755,364768.348000000000000,173809.260000000010000,502,198,134,85,41,7,5,2,2,15,13,2510.699999999999800,5.300000000000000
,E33045752,369912.930999999980000,182790.744000000010000,127,40,28,23,24,3,2,2,1,0,4,968.799999999999950,7.900000000000000
,E33045753,363931.543999999990000,178201.687999999990000,503,33,127,142,50,5,9,17,103,10,7,20228.900000000001000,41.600000000000001
,E33045548,356254.038000000000000,169546.910999999990000,725,120,209,176,113,39,7,8,17,22,14,7783.899999999999600,11.300000000000001
,E33045750,369670.981000000030000,182535.877000000010000,946,78,149,257,353,53,21,20,11,3,1,11131.700000000001000,11.800000000000001
,E33045549,358019.957999999980000,170026.174000000000000,693,148,208,128,85,17,14,12,44,11,26,11899.500000000000000,18.100000000000001
,E33045751,369863.832999999980000,182328.296000000000000,133,30,24,15,47,7,6,3,1,0,0,1542.500000000000000,11.600000000000000
,E33045758,372142.288999999990000,182414.527999999990000,430,182,45,46,95,21,10,7,5,9,10,3670.800000000000200,8.900000000000000
,E33045759,371369.500000000000000,182482.198000000000000,684,324,48,119,125,21,7,11,14,8,7,6774.800000000000200,10.100000000000000
,E33047106,359232.631999999980000,173487.777999999990000,238,57,97,52,11,3,2,10,5,0,1,1921.099999999999900,8.100000000000000
,E33047187,372901.246999999970000,166413.288000000000000,295,65,37,18,29,3,1,8,9,81,44,2368.300000000000200,13.900000000000000
,E33047107,358934.003000000030000,173519.924000000000000,1643,268,549,468,193,59,44,21,41,0,0,17011.900000000001000,10.400000000000000
,E33047186,377154.156000000020000,167024.170000000010000,532,85,101,52,86,22,6,3,17,105,55,6052.899999999999600,16.300000000000001
,E33047104,359404.995000000000000,172752.000000000000000,289,34,58,52,55,29,18,22,21,0,0,6081.199999999999800,21.000000000000000
,E33047185,376085.302000000030000,166479.211000000010000,371,84,31,12,42,4,1,2,5,128,62,1979.300000000000000,10.900000000000000
,E33047105,359289.979999999980000,172870.206999999990000,788,79,213,167,142,78,32,27,42,4,4,14800.900000000000000,19.000000000000000
,E33047184,375688.342000000000000,166711.557000000000000,418,81,45,13,53,4,2,3,1,120,96,1496.300000000000000,7.400000000000000
,E33047102,359118.107000000020000,172798.888000000010000,391,82,132,62,56,22,4,15,14,3,1,5448.199999999999800,14.100000000000000
,E33047183,366150.065000000000000,167434.340000000000000,451,67,25,31,21,4,2,2,1,188,110,1084.500000000000000,7.100000000000000
,E33047103,359011.168999999990000,172716.128000000000000,786,116,230,214,112,39,26,18,23,7,1,9387.399999999999600,12.100000000000000
,E33047182,366122.651000000010000,168044.991000000010000,508,150,63,89,95,17,4,2,2,53,33,3230.599999999999900,7.700000000000000
,E33047100,359067.924999999990000,172820.152999999990000,791,141,250,147,122,40,38,25,24,1,3,9710.000000000000000,12.300000000000001
,E33047181,365303.826999999990000,168062.799000000000000,472,114,65,76,57,10,1,0,2,78,69,2317.900000000000100,7.100000000000000
,E33047101,359310.995000000000000,172753.984000000000000,340,27,91,91,62,27,18,10,13,1,0,5359.300000000000200,15.800000000000001
,E33047180,364733.467000000000000,167685.121000000010000,313,55,12,28,11,2,1,0,2,95,107,899.799999999999950,8.100000000000000
,E33047397,362558.804000000000000,174614.742999999990000,602,106,214,134,53,22,16,4,13,14,26,5319.500000000000000,9.500000000000000
,E33047316,359352.407000000010000,177363.062999999990000,283,63,72,38,11,5,11,8,13,35,27,3635.500000000000000,16.500000000000000
,E33047396,363376.120999999980000,174478.242000000000000,375,91,95,67,15,4,4,3,5,43,48,2214.199999999999800,7.800000000000000
,E33047317,360135.886000000000000,177525.163999999990000,327,66,30,39,15,5,4,2,1,73,92,1140.800000000000000,7.000000000000000
,E33045440,374957.598999999990000,165198.828000000010000,213,66,58,23,52,4,3,1,2,4,0,1555.599999999999900,7.400000000000000
,E33045441,374925.501999999980000,165241.272000000000000,226,71,31,23,46,6,7,15,12,10,5,3908.099999999999900,18.500000000000000
,E33045656,331995.402000000000000,161574.125999999990000,606,208,222,53,55,20,12,7,5,18,6,3814.800000000000200,6.600000000000000
,E33045657,332260.237000000020000,161675.953000000010000,271,76,94,20,36,10,10,3,3,6,13,2333.000000000000000,9.300000000000001
,E33045576,357777.384000000020000,173052.559000000010000,286,55,104,44,44,14,3,5,5,8,4,2503.199999999999800,9.100000000000000
,E33045577,357887.384000000020000,173105.836000000010000,226,41,67,52,35,6,4,1,10,3,7,3859.199999999999800,17.899999999999999
,E33045574,358017.134000000020000,173626.799999999990000,337,130,77,44,27,8,9,10,13,9,10,4241.399999999999600,13.300000000000001
,E33045575,358013.054999999990000,173072.079000000000000,415,100,139,76,41,15,7,6,17,7,7,4793.199999999999800,12.000000000000000
,E33045572,358091.776000000010000,173428.326999999990000,369,77,138,73,47,12,2,4,7,4,5,3112.400000000000100,8.600000000000000
,E33045573,358182.429000000000000,173516.225000000010000,1465,416,453,246,179,76,36,24,35,0,0,14938.400000000000000,10.199999999999999
,E33045570,358266.456999999990000,173449.125000000000000,321,124,65,71,19,16,1,10,12,1,2,3315.400000000000100,10.400000000000000
,E33045571,358389.978000000000000,173357.065999999990000,633,253,182,77,61,15,14,9,10,9,3,5319.000000000000000,8.600000000000000
,E33045746,366548.027999999990000,178659.685000000000000,1672,97,365,605,220,64,42,38,184,34,23,44649.199999999997000,27.600000000000001
,E33045747,369429.174999999990000,182236.503999999990000,250,30,48,50,61,23,10,15,13,0,0,4431.800000000000200,17.699999999999999
,E33045744,363712.145000000020000,189902.448999999990000,220,99,15,28,48,15,7,3,2,3,0,1953.000000000000000,9.000000000000000
,E33045745,363688.158999999990000,189981.162000000010000,320,61,13,52,145,18,14,6,4,4,3,4165.899999999999600,13.300000000000001
,E33045742,363435.234000000000000,190638.158000000000000,279,80,19,24,73,16,13,3,2,42,7,2596.199999999999800,11.300000000000001
,E33045743,363955.972000000010000,189321.151000000010000,320,42,18,48,97,39,13,20,42,0,1,9537.799999999999300,29.899999999999999
,E33045578,358051.326000000000000,172607.120000000000000,381,66,122,88,47,15,12,7,1,13,10,3057.500000000000000,8.500000000000000
,E33045740,366324.217999999990000,190087.276000000010000,222,15,35,27,45,21,7,13,7,36,16,3059.699999999999800,18.000000000000000
,E33045579,358822.216000000010000,172351.975000000010000,231,72,98,30,11,4,1,2,6,5,2,2134.599999999999900,9.500000000000000
,E33045741,363550.023999999980000,190368.970000000000000,1095,91,53,130,607,102,49,27,25,10,1,19225.700000000001000,17.699999999999999
,E33045748,370036.500999999990000,182688.158000000000000,542,117,92,94,140,30,10,11,46,0,2,17009.200000000001000,31.500000000000000
,E33045749,369559.200000000010000,182036.111000000000000,921,121,124,205,272,77,33,41,47,1,0,16887.599999999999000,18.399999999999999
,E33047136,358962.409999999970000,173040.418000000010000,650,122,180,125,90,45,30,25,28,3,2,9929.700000000000700,15.400000000000000
,E33047137,358879.109999999990000,172872.122999999990000,336,58,110,86,35,11,8,14,8,4,2,3628.500000000000000,11.000000000000000
,E33047134,358916.994000000010000,173168.048000000010000,538,91,163,123,73,28,21,20,19,0,0,7271.300000000000200,13.500000000000000
,E33047135,358799.875999999990000,173090.296999999990000,372,79,126,65,39,25,6,9,16,6,1,4231.800000000000200,11.600000000000000
,E33047133,358938.755000000000000,173106.989000000000000,461,123,128,72,80,17,10,18,12,0,1,5128.500000000000000,11.100000000000000
,E33047130,358865.968999999980000,172957.777999999990000,232,53,77,53,22,11,7,5,1,3,0,1866.599999999999900,8.199999999999999
,E33047131,358656.630000000000000,172943.981000000000000,260,43,81,57,26,15,6,3,13,11,5,3663.900000000000100,15.000000000000000
,E33047387,359740.011000000000000,175196.348999999990000,276,60,34,13,6,2,1,0,0,89,71,434.100000000000020,3.700000000000000
,E33047306,357948.673000000010000,178556.532000000010000,785,159,150,181,80,18,14,4,7,74,98,5197.800000000000200,8.500000000000000
,E33047386,358199.968999999980000,174994.198999999990000,472,107,122,69,26,13,5,6,4,78,42,2561.699999999999800,7.300000000000000
,E33047307,358248.999000000010000,178431.891999999990000,238,93,35,34,14,3,2,1,1,28,27,894.700000000000050,4.900000000000000
,E33047385,362186.826999999990000,174748.511000000000000,361,51,71,39,15,7,7,1,12,69,89,3238.900000000000100,16.000000000000000
,E33047304,358360.957999999980000,178602.287000000010000,327,51,55,61,12,3,3,1,1,51,89,1167.800000000000000,6.200000000000000
,E33047384,361495.156000000020000,175851.530999999990000,303,42,69,29,19,10,2,2,3,63,64,1615.700000000000000,9.199999999999999
,E33047305,358559.931999999970000,177757.206000000010000,371,76,66,63,28,4,6,1,2,49,76,1653.599999999999900,6.700000000000000
,E33047383,362319.905000000030000,174374.049000000000000,477,66,144,88,33,8,10,8,18,45,57,5101.399999999999600,13.600000000000000
,E33047302,359033.988000000010000,178715.196999999990000,350,65,42,33,9,9,2,6,4,88,92,1604.800000000000000,9.400000000000000
,E33047382,362563.876999999980000,175337.825000000010000,284,38,62,21,13,3,1,0,2,62,82,957.100000000000020,6.800000000000000
,E33047303,357485.248000000020000,177940.475000000010000,393,87,88,91,58,24,9,6,9,11,10,4353.000000000000000,11.699999999999999
,E33047138,359418.630000000000000,172902.632000000010000,257,51,67,46,28,14,14,12,20,3,2,4830.699999999999800,19.199999999999999
,E33047381,362701.330000000020000,175490.393000000010000,403,68,147,78,21,6,5,5,15,35,23,4578.600000000000400,13.300000000000001
,E33047300,356333.856000000030000,179151.488000000010000,492,64,98,92,36,19,6,9,6,88,74,3573.900000000000100,10.800000000000001
,E33047139,358981.922000000020000,173240.758000000000000,257,57,100,62,24,7,1,0,6,0,0,1969.900000000000100,7.700000000000000
,E33047380,364006.068000000030000,175560.435000000000000,524,86,70,53,12,5,2,0,0,114,182,1017.800000000000000,4.500000000000000
,E33047301,357036.363000000010000,179130.918999999990000,417,119,77,81,35,4,4,3,2,41,51,2158.900000000000100,6.600000000000000
,E33047516,360588.831000000010000,170979.038000000000000,315,50,67,29,16,1,1,1,3,83,64,1074.000000000000000,6.400000000000000
,E33047597,347125.924000000000000,170990.983000000010000,318,56,15,37,63,13,5,1,2,65,61,2171.699999999999800,11.300000000000001
,E33047517,361339.989000000000000,170429.130000000000000,617,70,163,117,79,28,4,7,4,72,73,4231.899999999999600,9.000000000000000
,E33047596,341098.261999999990000,171133.257000000010000,332,124,6,38,32,10,0,2,4,61,55,1489.900000000000100,6.900000000000000
,E33047514,360831.254000000020000,170601.649999999990000,309,47,41,13,5,3,1,3,5,91,100,1174.500000000000000,10.000000000000000
,E33047595,340482.609000000000000,171594.108000000010000,262,99,2,46,24,13,5,0,0,53,20,1248.300000000000000,6.600000000000000
,E33047515,360365.545999999970000,170619.973000000000000,356,129,78,35,12,9,1,2,1,41,48,1256.300000000000000,4.700000000000000
,E33047594,340644.871999999970000,171396.182000000000000,295,145,2,68,18,5,3,0,0,39,15,1084.400000000000100,4.500000000000000
,E33047512,360298.295999999970000,171150.488000000010000,296,36,22,11,11,2,0,2,1,128,83,740.299999999999950,8.699999999999999
,E33047593,341033.085000000020000,170834.198000000000000,241,80,8,28,28,7,1,3,3,40,43,1718.400000000000100,10.900000000000000
,E33047513,360712.071000000000000,170161.177000000000000,295,38,51,45,34,2,1,2,1,61,60,1235.800000000000000,7.100000000000000
,E33047592,339990.718999999980000,170774.532000000010000,370,95,10,52,64,14,2,3,1,74,55,1961.200000000000000,8.100000000000000
,E33047389,358709.245999999980000,175239.363000000010000,259,34,17,24,4,0,3,0,3,115,59,1026.500000000000000,12.100000000000000
,E33047308,354377.776000000010000,178252.829999999990000,346,78,57,107,33,6,1,1,5,25,33,2531.400000000000100,8.800000000000001
,E33047510,356843.469999999970000,171063.611999999990000,630,67,125,160,100,46,11,23,42,24,32,13075.700000000001000,22.800000000000001
,E33047591,340097.085000000020000,171434.878999999990000,328,122,3,46,34,15,3,3,6,70,26,2211.500000000000000,9.500000000000000
,E33047388,359343.353999999990000,174837.560999999990000,309,25,23,11,2,2,0,3,4,155,84,798.000000000000000,11.400000000000000
,E33047309,354541.982000000020000,178654.337999999990000,361,74,67,99,46,14,10,4,6,18,23,2929.300000000000200,9.199999999999999
,E33047511,356275.650000000020000,170142.910999999990000,311,26,65,76,48,14,7,27,7,25,16,4003.400000000000100,14.800000000000001
,E33047590,340440.246999999970000,171154.035999999990000,333,96,4,36,30,15,4,4,3,72,69,1892.500000000000000,9.900000000000000
,E33047518,361579.304000000000000,171023.508000000000000,266,65,39,20,7,10,3,1,1,63,57,899.600000000000020,6.200000000000000
,E33047599,345189.489999999990000,169827.923000000010000,622,47,34,36,296,65,7,4,21,75,37,10148.799999999999000,19.899999999999999
,E33047519,361541.314000000010000,170541.068999999990000,616,215,229,69,30,5,2,1,0,36,29,2047.700000000000000,3.700000000000000
,E33047598,345905.901000000010000,169979.548000000010000,358,67,31,30,70,6,0,0,4,87,63,1903.500000000000000,9.199999999999999
,E33046914,350452.413999999990000,176158.071000000000000,387,7,71,80,135,42,13,14,25,0,0,8159.300000000000200,21.100000000000001
,E33046912,347328.566999999980000,176532.809000000010000,348,96,33,62,76,29,8,16,28,0,0,7627.500000000000000,21.899999999999999
,E33046913,347293.900000000020000,176221.309000000010000,369,66,21,65,104,31,8,18,56,0,0,14413.299999999999000,39.100000000000001
,E33046911,347555.444000000020000,176597.380000000000000,265,73,27,45,59,16,4,8,7,14,12,3201.199999999999800,13.400000000000000
,E33045476,374858.908000000000000,164582.076999999990000,594,158,146,52,177,20,7,11,11,11,1,6076.399999999999600,10.400000000000000
,E33045477,374798.825000000010000,165179.189000000010000,314,83,44,43,89,14,3,7,10,17,4,3849.300000000000200,13.100000000000000
,E33045474,375227.626999999980000,164663.399999999990000,232,64,52,24,55,14,4,6,7,6,0,2678.400000000000100,11.900000000000000
,E33045475,375152.517999999980000,164451.537000000010000,893,209,168,75,279,36,8,61,57,0,0,16219.000000000000000,18.199999999999999
,E33045472,375290.841000000010000,164440.155999999990000,288,52,51,17,98,20,9,13,28,0,0,7137.600000000000400,24.800000000000001
,E33045473,375229.918000000010000,164542.984999999990000,373,70,88,29,129,24,5,11,10,3,4,5083.600000000000400,13.900000000000000
,E33045470,375349.886000000000000,164483.005000000000000,481,71,171,47,161,12,4,3,10,2,0,4744.300000000000200,9.900000000000000
,E33045471,375082.234000000000000,164379.068999999990000,355,73,93,28,123,19,5,4,7,2,1,4035.300000000000200,11.500000000000000
,E33045646,346697.984000000000000,176373.448999999990000,305,128,30,55,53,11,5,4,1,6,12,2068.400000000000100,7.200000000000000
,E33045647,332013.212999999990000,161324.571000000000000,368,109,117,40,41,28,19,5,5,3,1,3669.800000000000200,10.100000000000000
,E33045644,347301.017999999980000,170825.853000000000000,422,168,18,107,106,17,4,0,2,0,0,3211.500000000000000,7.600000000000000
,E33045645,346920.549999999990000,176596.473999999990000,728,296,88,108,130,48,16,12,21,6,3,7971.600000000000400,11.100000000000000
,E33045642,347362.009000000020000,170645.970000000000000,210,109,7,37,51,1,1,0,2,1,1,1371.500000000000000,6.600000000000000
,E33045643,347405.820000000010000,170776.769000000000000,401,182,17,88,78,7,3,4,10,7,5,3674.000000000000000,9.400000000000000
,E33050826,337033.963999999980000,162810.723999999990000,474,95,44,41,29,34,16,10,9,110,86,3788.599999999999900,13.600000000000000
,E33045478,369654.219999999970000,164501.155000000000000,926,32,245,228,227,74,16,25,40,34,5,14237.799999999999000,16.100000000000001
,E33045640,339877.621999999970000,164048.961000000010000,413,14,99,151,33,21,5,4,15,56,15,4613.600000000000400,13.500000000000000
,E33050827,336641.014000000020000,162468.810000000000000,576,165,113,66,65,59,18,9,31,29,21,8659.399999999999600,16.500000000000000
,E33045479,376134.087999999990000,165566.736000000000000,560,82,135,66,188,28,7,8,11,20,15,6744.899999999999600,12.800000000000001
,E33045641,347314.760000000010000,170698.361999999990000,208,110,5,41,43,2,6,1,0,0,0,1327.900000000000100,6.400000000000000
,E33050824,336889.818000000030000,162151.700000000010000,976,329,197,100,66,40,19,8,28,95,94,8253.200000000000700,10.500000000000000
,E33050825,336372.947999999970000,161888.282000000010000,399,103,73,25,26,19,5,1,1,79,67,1651.099999999999900,6.500000000000000
,E33050823,337764.293999999990000,162844.701999999990000,262,26,31,35,16,5,2,0,2,80,65,1201.900000000000100,10.300000000000001
,E33045648,331965.034999999970000,161470.829999999990000,271,76,110,30,22,16,8,2,7,0,0,2950.199999999999800,10.900000000000000
,E33045649,331773.610999999980000,161499.407000000010000,214,95,72,20,11,3,6,2,0,3,2,979.799999999999950,4.700000000000000
,E33050828,335382.467999999990000,161394.356999999990000,692,82,32,8,10,4,4,1,1,273,277,816.700000000000050,5.800000000000000
,E33045566,357959.319000000020000,173527.399000000000000,337,103,95,40,37,20,9,12,18,0,3,4991.800000000000200,14.900000000000000
,E33045567,358024.748000000020000,173131.293000000010000,342,117,116,33,33,12,9,4,13,3,2,3825.900000000000100,11.400000000000000
,E33045564,357891.049000000000000,173337.910000000000000,482,115,150,96,50,11,11,10,38,1,0,8841.200000000000700,18.399999999999999
,E33045565,358123.186999999980000,173311.867999999990000,304,87,104,41,38,9,7,7,11,0,0,3777.000000000000000,12.400000000000000
,E33045562,358193.943000000030000,173157.874000000010000,303,116,66,46,33,15,1,10,10,2,4,3572.699999999999800,12.000000000000000
,E33045563,357830.266999999990000,173465.144999999990000,212,42,66,31,30,14,9,7,13,0,0,4034.900000000000100,19.000000000000000
,E33045560,358037.343999999980000,173046.238000000010000,294,74,83,59,43,14,8,6,6,1,0,3022.699999999999800,10.300000000000001
,E33045561,358177.548000000010000,173027.905999999990000,322,111,110,38,21,14,2,4,9,9,4,2787.800000000000200,9.000000000000000
,E33045568,357951.675999999980000,173271.573000000000000,397,153,94,83,20,4,1,1,4,18,19,2038.099999999999900,5.700000000000000
,E33045569,357876.346000000020000,173351.231999999990000,277,84,69,43,26,17,10,12,16,0,0,3834.400000000000100,13.800000000000001
,E33047126,360106.697999999970000,172580.155000000000000,174,13,50,58,29,8,4,2,2,1,7,1553.099999999999900,9.400000000000000
,E33047127,360389.000000000000000,172567.315000000000000,596,86,239,139,57,20,14,18,16,4,3,6237.199999999999800,10.600000000000000
,E33047124,358916.320000000010000,171783.337999999990000,447,92,151,81,71,19,11,9,8,4,1,4303.300000000000200,9.699999999999999
,E33047125,359072.659999999970000,171765.541000000000000,420,78,159,89,41,19,9,8,16,0,1,5199.300000000000200,12.400000000000000
,E33047122,358589.740999999980000,171561.076999999990000,241,47,102,44,27,8,5,3,0,3,2,1626.300000000000000,6.900000000000000
,E33047123,358611.018999999970000,171789.891000000000000,361,84,103,54,54,20,13,9,18,2,4,5035.699999999999800,14.199999999999999
,E33047121,358745.121999999970000,171701.728000000000000,521,153,193,103,43,19,0,4,3,1,2,3360.900000000000100,6.500000000000000
,E33047336,357147.602000000010000,176445.212999999990000,318,81,70,49,18,15,2,6,11,48,18,3084.800000000000200,12.199999999999999
,E33047337,356517.121999999970000,176649.861999999990000,283,31,45,29,9,5,2,0,1,119,42,785.299999999999950,6.400000000000000
,E33047334,357229.493000000020000,176256.962999999990000,576,72,239,156,44,29,2,4,3,23,4,3947.800000000000200,7.200000000000000
,E33047335,356789.253000000030000,178004.769000000000000,309,33,36,39,16,3,1,8,0,107,66,1146.599999999999900,8.400000000000000
,E33047332,351793.126999999980000,177976.956000000010000,444,52,34,81,113,35,6,4,3,46,70,3916.699999999999800,11.900000000000000
,E33047333,353102.520000000020000,176729.473999999990000,285,56,31,58,31,13,6,4,0,46,40,1605.200000000000000,8.100000000000000
,E33047128,360250.121999999970000,172358.174000000000000,208,19,84,52,22,15,3,2,5,6,0,2266.599999999999900,11.199999999999999
,E33047330,353149.722000000010000,176427.614000000000000,274,34,18,45,21,6,3,1,13,81,52,2619.699999999999800,18.600000000000001
,E33047129,360348.814000000010000,172184.852000000010000,416,54,156,129,48,13,6,8,2,0,0,3349.400000000000100,8.100000000000000
,E33047331,352620.587000000000000,177220.250999999990000,325,70,13,45,35,9,0,1,2,71,79,1562.200000000000000,8.900000000000000
,E33047506,358696.005999999990000,171127.124000000010000,321,26,36,40,15,1,2,3,0,99,99,905.799999999999950,7.400000000000000
,E33047587,345280.826999999990000,174109.793999999990000,246,16,29,25,31,6,5,2,1,96,35,1235.700000000000000,10.699999999999999
,E33047507,357603.629000000020000,171219.874000000010000,310,39,22,27,6,3,1,0,2,111,99,596.600000000000020,6.000000000000000
,E33047586,353337.022000000000000,169791.092000000000000,451,10,19,84,57,22,14,18,92,79,56,16245.799999999999000,51.399999999999999
,E33047504,359194.909999999970000,170976.708000000010000,367,43,66,30,11,2,3,1,2,87,122,1069.900000000000100,6.800000000000000
,E33047585,349813.837999999990000,176192.875000000000000,1118,28,171,169,365,123,21,19,16,134,72,13442.400000000000000,14.699999999999999
,E33050854,359104.810999999990000,172495.877000000010000,368,42,95,67,54,23,8,12,17,26,24,5272.300000000000200,16.600000000000001
,E33050855,360050.047000000020000,173453.902999999990000,493,54,143,141,77,25,10,8,6,9,20,4837.800000000000200,10.400000000000000
